Institution Name,Title IV School Code,Program Title,Program Type,Program Level,Program Format ,Program Location,Program Schedule ,Program URL,Avg Timeframe to Complete,Avg Cost,Program Category ,Program Description
University of Maine,002053,MICROBIOLOGY,PhD,,classroom,Orono,flexible,http://umaine.edu/biomed/graduate-programs/,Variable,$418 per credit,LIFE SCI: BIO,"The Department of Molecular and Biomedical Sciences offers programs in graduate studies leading to a M.S. or Ph.D. in Microbiology. The curriculum plan is variable and will take into account each student’s goals for graduate study and the content of his or her previous preparation. The master’s program generally requires two to three years for completion, while the time for completion for a doctorate is typically four to six years. Students may choose from research areas such as microbial symbiosis, microbial physiology, molecular biology, microbial ecology, virology, and host-pathogen interactions. Equipment and facilities available for research include DNA sequencing, thermocyclers, digital-imaging equipment, preparative and analytical ultracentrifuges, liquid scintillation radioisotope counters, tissue culture facilities, HPLCs, gas chromatographs, phase and fluorescent microscopes, confocal microscopes, flow cytometry, automated plate washers, scanning and transmission electron microscopes, controlled –environment chambers, and facilities for raising and maintaining zebrafish fish. Students admitted to graduate programs in Microbiology may also carry out their research in a number of laboratories in other departments at the University, the Jackson Laboratory in Bar Harbor, the Maine Medical Center Research Institute in Portland or through other cooperative institutional arrangements."
University of Maine,002053,MODERN LANGUAGES,bachelor,,classroom,Orono,flexible,http://www.umaine.edu/mlandc/,Variable,$279 per credit,MODERN LANGUAGES & CLASSICS,WILL BE ELIMINATED DUE TO LIKELY LOSS OF GERMAN.
University of Maine,002053,MOLECULAR AND CELLULAR BIOLOGY,bachelor,,classroom,Orono,flexible,http://umaine.edu/biomed/undergraduate-programs/molecular-and-cellular-biology/,Variable,$279 per credit,MOLECULAR AND BIOMEDICAL SCIENCES,Bachelor's of Science
University of Maine,002053,MUSIC,bachelor,,classroom,Orono,flexible,http://www.umaine.edu/spa/academics/music/,Variable,$279 per credit,MUSIC,"
The program provides a liberal arts education in music, stressing the integration of academics with performing.  Students  prepare themselves for careers in music, business, and the arts in general."
University of Maine,002053,MUSIC EDUCATION,bachelor,,classroom,Orono,flexible,http://www.umaine.edu/spa/academics/music/,Variable,$279 per credit,MUSIC EDUCATION,"a professional degree in music education, leading to certification to teach in the K-12 environment. Concentrations in instrumental music education and vocal music education."
University of Maine,002053,MUSIC EDUCATION,master,,classroom,Orono,flexible,http://umaine.edu/spa/academics/music/,Variable,$418 per credit,MUSIC EDUCATION,"A graduate non-thesis program in Music Education, with optional; concentrations in instrumental and choral conducting"
University of Maine,002053,MUSIC PERFORMANCE,master ,,classroom,Orono,flexible,http://www.umaine.edu/spa/academics/music/,Variable,$279 per credit,MUSIC PERFORMANCE,"a professional degree in music performance, offered for winds, brass, percussion, strings, ,guitar,  keyboards, and voice."
University of Maine,002053,MUSIC PERFORMANCE,master,,classroom,Orono,flexible,http://umaine.edu/spa/academics/music/,Variable,$418 per credit,MUSIC PERFORMANCE,"A graduate non-thesis program in Music Performance, offered for winds, brass, percussion, strings, ,guitar,  keyboards, and voice."
University of Maine,002053,NEW MEDIA,bachelor,,"classroom, online",Orono,flexible,http://newmedia.umaine.edu/,Variable,$279 per credit,NEW MEDIA,"The Department of New Media at the University of Maine offers an interdisciplinary course of study in the systems, technologies, history, art, design, and theory of information artifacts and networks. The curriculum enables students to investigate the creative and applied processes essential to this area of study. It prepares students to be technologically capable innovators, articulate thinkers, and creative new media developers."
University of Maine,002053,NURSING,bachelor,,classroom,Orono,flexible,http://www.umaine.edu/nursing/,Variable,$279 per credit,NURSING,Bachelor's of Science
University of Maine,002053,NURSING,master,,classroom,Orono,flexible,http://umaine.edu/nursing/graduate-programs/,Variable,$418 per credit,NURSING,"The University of Maine School of Nursing developed its first graduate program in 1992 and the initial group of graduate students received their MSN in May 1994.  For the first years, the MSN program focused on preparing the nurse for the advanced professional role of family nurse practitioner (FNP).   Later, in response to the diverse graduate education needs of Maine nurses, our graduate program expanded to prepare nurses for professional roles such as nurse educator, nurse administrator, or other professional role.  Graduate program faculty are expert practitioners in their field. The University of Maine Master of Science in Nursing program is accreditated by the Commission on Collegiate Nursing Education (CCNE). Options for pursuing graduate level studies in Nursing include: Full-time study for 2 years leading to a Master of Science in Nursing (MSN); Part-time study for 3 or 4 years, leading to the MSN; Students already possessing the MSN may elect to obtain a Certificate of Advanced Study (CAS); RN to MSN track, full or part-time."
University of Maine,002053,NURSING,certificate,post-graduate,classroom,Orono,flexible,http://umaine.edu/nursing/graduate-programs/,Variable,$418 per credit,NURSING,"The University of Maine School of Nursing developed its first graduate program in 1992 and the initial group of graduate students received their MSN in May 1994.  For the first years, the MSN program focused on preparing the nurse for the advanced professional role of family nurse practitioner (FNP).   Later, in response to the diverse graduate education needs of Maine nurses, our graduate program expanded to prepare nurses for professional roles such as nurse educator, nurse administrator, or other professional role.  Graduate program faculty are expert practitioners in their field. The University of Maine Master of Science in Nursing program is accreditated by the Commission on Collegiate Nursing Education (CCNE). Options for pursuing graduate level studies in Nursing include: Full-time study for 2 years leading to a Master of Science in Nursing (MSN); Part-time study for 3 or 4 years, leading to the MSN; Students already possessing the MSN may elect to obtain a Certificate of Advanced Study (CAS); RN to MSN track, full or part-time."
University of Maine,002053,OCEANOGRAPHY,master,,classroom,Orono,flexible,http://www.umaine.edu/marine/programs/graduate-programs.php,Variable,$418 per credit,MARINE STUDIES,"The University of Maine's Oceanography Program creates and communicates integrated understanding of oceanographic processes by weaving fundamentals from basic sciences and mathematics into a fully interdisciplinary, marine context. As leaders in ocean observation and prediction, we focus expertise on the Gulf of Maine and maintain active research programs throughout the world's oceans. Mentoring of students in the Program emphasizes fundamentals, novel composites of disciplines tailored to the students' research, and an adaptive, problem-solving skill set that prepares students for the rapid change that has become characteristic within both their profession and the oceans themselves."
University of Maine,002053,OCEANOGRAPHY,PhD,,classroom,Orono,flexible,http://www.umaine.edu/marine/programs/graduate-programs.php,Variable,$418 per credit,MARINE STUDIES,"The University of Maine's Oceanography Program creates and communicates integrated understanding of oceanographic processes by weaving fundamentals from basic sciences and mathematics into a fully interdisciplinary, marine context. As leaders in ocean observation and prediction, we focus expertise on the Gulf of Maine and maintain active research programs throughout the world's oceans. Mentoring of students in the Program emphasizes fundamentals, novel composites of disciplines tailored to the students' research, and an adaptive, problem-solving skill set that prepares students for the rapid change that has become characteristic within both their profession and the oceans themselves."
University of Maine,002053,PARKS RECREATION AND TOURISM,bachelor,,classroom,Orono,flexible,http://www.forest.umaine.edu/prospective-students/undergraduate-programs/parks-recreation-and-tourism/,Variable,$279 per credit,FOREST RESOURCES,Bachelor's of Science
University of Maine,002053,PHILOSOPHY,bachelor,,classroom,Orono,flexible,http://www.umaine.edu/philosophy/,Variable,$279 per credit,PHILOSOPHY,"Philosophy is a discipline devoted to rigorous reflection on human nature, culture and the world.  Courses are available in the History of Western Philosophy, Buddhism and Hinduism, political philosophy, areas of applied ethics like medical and environmental ethics, logic, existentialism and phenomenology, and feminist philosophy.  The program prepares students interested in graduate school, but is also a respected gateway major for those interested in law, business, government, or education.  The Department also offers two minors."
University of Maine,002053,PHYSICS,bachelor,,classroom,Orono,flexible,http://physics.umaine.edu/undergraduate-programs/,Variable,$279 per credit,PHYSICS,"Customarily the prerequisite for graduate education in physics, astronomy or related areas, preparatory for careers in basic or applied research and development. Places a strong emphasis on physics and mathematics."
University of Maine,002053,PHYSICS,bachelor,,classroom,Orono,flexible,http://physics.umaine.edu/undergraduate-programs/,Variable,$279 per credit,PHYSICS,"A traditional liberal arts program emphasizing physics together with a substantial distribution of course work outside the areas of science and mathematics. In addition to preparing the student for an entry level position in industry, can accommodate pre-medical preparation, secondary science education certification, pre-law and technical writing careers."
University of Maine,002053,PHYSICS,master,,classroom,Orono,flexible,http://physics.umaine.edu/graduate-programs/degree-programs/,Variable,$418 per credit,PHY SCI PHYSICS,"Program of graduate study for the master's degree, which normally requires two years, developed around an original investigation, the results of which are presented as a thesis.  "
University of Maine,002053,PHYSICS,PhD,,classroom,Orono,flexible,http://physics.umaine.edu/graduate-programs/degree-programs/,Variable,$418 per credit,PHY SCI PHYSICS,"Program of graduate study for the master's degree, which normally requires two years, developed around an original investigation, the results of which are presented as a thesis.  "
University of Maine,002053,PLANT SCIENCE,PhD,,classroom,Orono,flexible,http://umaine.edu/pse/graduate-study/,Variable,$418 per credit,LIFE SCI: BIO,"The Department of Plant, Soil, and Environmental Sciences is a multidisciplinary department whose research and graduate training programs emphasize the biogeochemistry and sustainability of agricultural, forested and wetland ecosystems. Areas of emphasis for graduate work include nutrient dynamics in agricultural and forest ecosystems, soil chemistry and plant nutrition, soil microbiology, crop physiology, diversified cropping systems, weed ecology and management, and plant pathology. The department plays a strong role in many of the University of Maine’s nationally recognized programs, such as the Sustainable Agriculture program, the Potato Ecosystem Project, Bear Brook Watershed in Maine, the George J. Mitchell Center for Environmental and Watershed Research, and Acadia National Park programs. Graduate students can earn the Master of Science degree through programs in Plant, Soil, and Environmental Sciences; and Ecology and Environmental Sciences. The Doctor of Philosophy degree can be pursued through programs in Ecology and Environmental Sciences, Forest Resources, Plant Biology, and Biological Sciences."
University of Maine,002053,"PLANT, SOIL AND ENVIRONMENTAL SCIENCES",master,,classroom,Orono,flexible,http://umaine.edu/pse/graduate-study/,Variable,$418 per credit,LIFE SCI: BIO,"The Department of Plant, Soil, and Environmental Sciences is a multidisciplinary department whose research and graduate training programs emphasize the biogeochemistry and sustainability of agricultural, forested and wetland ecosystems. Areas of emphasis for graduate work include nutrient dynamics in agricultural and forest ecosystems, soil chemistry and plant nutrition, soil microbiology, crop physiology, diversified cropping systems, weed ecology and management, and plant pathology. The department plays a strong role in many of the University of Maine’s nationally recognized programs, such as the Sustainable Agriculture program, the Potato Ecosystem Project, Bear Brook Watershed in Maine, the George J. Mitchell Center for Environmental and Watershed Research, and Acadia National Park programs. Graduate students can earn the Master of Science degree through programs in Plant, Soil, and Environmental Sciences; and Ecology and Environmental Sciences. The Doctor of Philosophy degree can be pursued through programs in Ecology and Environmental Sciences, Forest Resources, Plant Biology, and Biological Sciences."
University of Maine,002053,POLITICAL SCIENCE,bachelor,,"classroom, online",Orono,flexible,http://www.umaine.edu/polisci/,Variable,$279 per credit,POLITICAL SCIENCE,"Political Science examines the nature of politics from diverse perspectives. The requirements for majors in the department teach students to think critically about the fundamental theories, principles, institutions, and practices of politics in their social and historical contexts. Course work in the department is required in four main sub-fields of the discipline of political science - American Politics, International Relations, Comparative Politics, and Political Theory - so that students will acquire the knowledge and skills for further study in law school or graduate school, or will be prepared for careers in public service or related fields. Opportunities for internships and for independent study with faculty are numerous. The department encourages its students to pursue related work in the humanities and social sciences so that their political studies fall within the context of a liberal arts education."
University of Maine,002053,PROFESSIONAL SCIENCE MASTERS,master ,,"online, hybrid",Orono,flexible,http://umaineonline.umaine.edu/master-of-science/,Variable,$418 per credit,APPL SCI/ ENGINEERING,"The Professional Science Masters in Engineering and Business degree is for practicing engineers who need advanced skills to accelerate their career. With a blend of engineering and business courses, students will both enhance their technical expertise and learn the practical management skills that are essential for career advancement."
University of Maine,002053,PSYCHOLOGY,bachelor,,"classroom, hybrid",Orono/Belfast,flexible,http://www.umaine.edu/psychology/,Variable,$279 per credit,PSYCHOLOGY,"The Department of Psychology offers students the opportunity to gain an understanding of the many diverse and fascinating aspects of the human mind through instruction that is designed to acquaint students with psychology as a social science. Students majoring in psychology learn how people develop in childhood and in adolescence, how they think and remember, and how they interact with other people"
University of Maine,002053,PSYCHOLOGY,master,,classroom,Orono,flexible,http://umaine.edu/psychology/graduate-program/,Variable,$418 per credit,PSYCHOLOGY,"The Department of Psychology offers graduate study leading to the M.A. degree in Psychological Sciences (including social, cognitive, and biological psychology) and in Developmental Psychology, and to the Ph.D. degree in Psychological Sciences, Developmental Psychology, and Clinical Psychology. We believe that a quality graduate education involves close working relationships between faculty and individual students. A high faculty-to-student ratio and small class size characterize our graduate programs. In addition, each student works with at least one faculty member as a means of gaining valuable teaching, research and professional experience. There are many opportunities for individualized study and experience in research directed readings, and supervised teaching. A committee, representing the student’s interests, assists in planning an appropriate graduate program for each student."
University of Maine,002053,PSYCHOLOGY,PhD,,classroom,Orono,flexible,http://umaine.edu/psychology/graduate-program/,Variable,$418 per credit,PSYCHOLOGY,"The Department of Psychology offers graduate study leading to the M.A. degree in Psychological Sciences (including social, cognitive, and biological psychology) and in Developmental Psychology, and to the Ph.D. degree in Psychological Sciences, Developmental Psychology, and Clinical Psychology. We believe that a quality graduate education involves close working relationships between faculty and individual students. A high faculty-to-student ratio and small class size characterize our graduate programs. In addition, each student works with at least one faculty member as a means of gaining valuable teaching, research and professional experience. There are many opportunities for individualized study and experience in research directed readings, and supervised teaching. A committee, representing the student’s interests, assists in planning an appropriate graduate program for each student."
University of Maine,002053,PULP AND PAPER TECHNOLOGY,bachelor,,classroom,Orono,flexible,http://catalog.umaine.edu/preview_program.php?catoid=49&poid=4301&returnto=567,Variable,$279 per credit,PULP & PAPER TECHNOLOGY,"Students with a special interest in the pulp and paper industry can elect a four year BS program leading to the degree of Bachelor of Science in Pulp and Paper Technology. The curriculum is process-engineering oriented and is broadly similar to the regular chemical engineering program. However, specialized courses relating directly to the pulp and paper industry are substituted for some of the more general courses required in the chemical engineering program. The degree requires successful completion of 132 credits with a grade point average of at least 2.0."
University of Maine,002053,QUATERNARY AND CLIMATE STUDIES,master,,classroom,Orono,flexible,http://climatechange.umaine.edu/graduate/about,Variable,$418 per credit,INTERDISCIPLINARY STUDIES,"The Climate Change Institute offers a MSc degree program in Quaternary and Climate Studies. THE CLIMATE CHANGE INSTITUTE is an
interdisciplinary research unit organized to conduct research and graduate education focused on variability of the Earth’s climate,  ecosystems, and other environmental systems and on the interaction between humans and the natural world. Institute investigations
cover the Quaternary Period, a time of numerous glacial/interglacial cycles and abrupt changes in climate, ranging in time from the present to nearly 2 million years ago. Research activities include field, laboratory, and modeling studies that focus on the timing, causes, and mechanisms of natural and anthropogenically forced climate change, and on the effects of past climate changes on the physical,
biological, chemical, social, and economic conditions of the earth. Institute research is supported by grants from a variety of sources including the National Science Foundation, the National Oceanic and Atmospheric Administration, the National Aeronautics
and Space Administration, and support from the Bingham Trust, the W. M. Keck Foundation, and the Dan and Betty Churchill Exploration Fund."
University of Maine,002053,RESOURCE ECONOMICS AND POLICY,master,,classroom,Orono,flexible,http://umaine.edu/soe/graduate-programs/,Variable,$418 per credit,ECONOMICS,The M.S. in Resource Economics and Policy is an applied economics program designed for students interested in environmental and natural resource economics and community and economic development. The program has a good degree of flexibility allowing students to focus on their particular area of interest.
University of Maine,002053,ROMANCE LANGUAGES,bachelor,,classroom,Orono,flexible,http://www.umaine.edu/mlandc/,Variable,$279 per credit,MODERN LANGUAGES & CLASSICS,THIS PROGRAM WILL LIKELY BE ELIMINATED IN FAVOR OF A DOUBLE MAJOR OR MAJOR + MINOR IN FRENCH AND SPANISH.
University of Maine,002053,SCIENCE EDUCATION,master,,classroom,Orono,flexible,http://umaine.edu/edhd/graduate-programs/graduate-programs-2/science-education/,Variable,$418 per credit,EDU: TEACHING,"Graduate programs in Science Education provide coursework in professional education and a specialized science or environmental field. Studies usually include specialization in a specific area such as physical, biological or earth science, and an emphasis on either elementary or secondary education. Specialization in Environmental Education includes environmental studies or natural resources, marine education and environmental problems."
University of Maine,002053,SCIENCE EDUCATION,master,,classroom,Orono,flexible,http://umaine.edu/edhd/graduate-programs/graduate-programs-2/science-education/,Variable,$418 per credit,EDU: TEACHING,"Graduate programs in Science Education provide coursework in professional education and a specialized science or environmental field. Studies usually include specialization in a specific area such as physical, biological or earth science, and an emphasis on either elementary or secondary education. Specialization in Environmental Education includes environmental studies or natural resources, marine education and environmental problems."
University of Maine,002053,SCIENCE EDUCATION,certificate,post-graduate,classroom,Orono,flexible,http://umaine.edu/edhd/graduate-programs/graduate-programs-2/science-education/,Variable,$418 per credit,EDU: TEACHING,"Graduate programs in Science Education provide coursework in professional education and a specialized science or environmental field. Studies usually include specialization in a specific area such as physical, biological or earth science, and an emphasis on either elementary or secondary education. Specialization in Environmental Education includes environmental studies or natural resources, marine education and environmental problems."
University of Maine,002053,SECONDARY EDUCATION,bachelor,,"classroom, online",Orono,flexible,http://umaine.edu/edhd/academic-programs/undergraduate-programs/information-on-majors/secondary-education/,Variable,$279 per credit,Education and Human Development,"The Secondary Education program certifies students to teach grades 7-12, in a specific content area.  Content areas include: English, Life Science, Physical Science, Social Studies, Mathematics, French, and Spanish.  The program combines academic and field-based work for a broad educational experience."
University of Maine,002053,SECONDARY EDUCATION,master,,"online, classroom (MAT)",Orono,flexible,http://umaine.edu/edhd/graduate-programs/graduate-programs-2/elementary-and-secondary-education/,Variable,$418 per credit,EDU: TEACHING,"The M.Ed. program in Elementary Education and Secondary Education (Curriculum, Assessment, and Instruction) is designed for elementary, middle level and high school teachers who, while continuing a career in classroom teaching, want to assume responsibility and leadership roles to enhance learning and development of students while addressing state and federal standards in the areas of curriculum, assessment, and instruction. The M.Ed. program is offered both on campus and through Graduate Outreach. The M.S. degree program in Elementary Education and Secondary Education (Curriculum, Assessment, and Instruction) is a thesis program intended for practicing teachers who are considering continuing graduate education to pursue a doctoral program in Curriculum, Assessment, and Instruction and/or related fields. The M.S. program is offered only on campus. The Certificate of Advanced Study in Elementary Education and Secondary Education (Curriculum, Assessment, and Instruction) is available to students who have completed an M.Ed. or MAT (non-thesis) or M.S. or M.A. (thesis) degree program. "
University of Maine,002053,SECONDARY EDUCATION,master,,"online, classroom (MAT)",Orono,flexible,http://umaine.edu/edhd/graduate-programs/graduate-programs-2/elementary-and-secondary-education/,Variable,$418 per credit,EDU: TEACHING,"The M.Ed. program in Elementary Education and Secondary Education (Curriculum, Assessment, and Instruction) is designed for elementary, middle level and high school teachers who, while continuing a career in classroom teaching, want to assume responsibility and leadership roles to enhance learning and development of students while addressing state and federal standards in the areas of curriculum, assessment, and instruction. The M.Ed. program is offered both on campus and through Graduate Outreach. The M.S. degree program in Elementary Education and Secondary Education (Curriculum, Assessment, and Instruction) is a thesis program intended for practicing teachers who are considering continuing graduate education to pursue a doctoral program in Curriculum, Assessment, and Instruction and/or related fields. The M.S. program is offered only on campus. The Certificate of Advanced Study in Elementary Education and Secondary Education (Curriculum, Assessment, and Instruction) is available to students who have completed an M.Ed. or MAT (non-thesis) or M.S. or M.A. (thesis) degree program. "
University of Maine,002053,SECONDARY EDUCATION,master,,"online, classroom (MAT)",Orono,flexible,http://umaine.edu/edhd/graduate-programs/graduate-programs-2/elementary-and-secondary-education/,Variable,$418 per credit,EDU: TEACHING,"The M.Ed. program in Elementary Education and Secondary Education (Curriculum, Assessment, and Instruction) is designed for elementary, middle level and high school teachers who, while continuing a career in classroom teaching, want to assume responsibility and leadership roles to enhance learning and development of students while addressing state and federal standards in the areas of curriculum, assessment, and instruction. The M.Ed. program is offered both on campus and through Graduate Outreach. The M.S. degree program in Elementary Education and Secondary Education (Curriculum, Assessment, and Instruction) is a thesis program intended for practicing teachers who are considering continuing graduate education to pursue a doctoral program in Curriculum, Assessment, and Instruction and/or related fields. The M.S. program is offered only on campus. The Certificate of Advanced Study in Elementary Education and Secondary Education (Curriculum, Assessment, and Instruction) is available to students who have completed an M.Ed. or MAT (non-thesis) or M.S. or M.A. (thesis) degree program. "
University of Maine,002053,SECONDARY EDUCATION,certificate,post-graduate,"online, classroom (MAT)",Orono,flexible,http://umaine.edu/edhd/graduate-programs/graduate-programs-2/elementary-and-secondary-education/,Variable,$418 per credit,EDU: TEACHING,"The M.Ed. program in Elementary Education and Secondary Education (Curriculum, Assessment, and Instruction) is designed for elementary, middle level and high school teachers who, while continuing a career in classroom teaching, want to assume responsibility and leadership roles to enhance learning and development of students while addressing state and federal standards in the areas of curriculum, assessment, and instruction. The M.Ed. program is offered both on campus and through Graduate Outreach. The M.S. degree program in Elementary Education and Secondary Education (Curriculum, Assessment, and Instruction) is a thesis program intended for practicing teachers who are considering continuing graduate education to pursue a doctoral program in Curriculum, Assessment, and Instruction and/or related fields. The M.S. program is offered only on campus. The Certificate of Advanced Study in Elementary Education and Secondary Education (Curriculum, Assessment, and Instruction) is available to students who have completed an M.Ed. or MAT (non-thesis) or M.S. or M.A. (thesis) degree program. "
University of Maine,002053,SOCIAL STUDIES EDUCATION,master,,classroom,Orono,flexible,http://umaine.edu/edhd/graduate-programs/graduate-programs-2/social-studies-education/,Variable,$418 per credit,EDU: TEACHING,"The 33-semester hour Master’s program is individually planned by the student and advisor within the regulations of the College and the Graduate School. A Master of Arts and/or a Master of Science degree program would include 12 semester hours in the academic fields of the social sciences, 12 in social studies and professional education and six centering around thesis work.The Certificate of Advanced Studies is a 30-credit hour program designed to improve the performance and effectiveness of teachers and administrators as educators. The C.A.S. program includes 12 semester hours in social studies education, nine in related coursework in professional education and nine in the social sciences."
University of Maine,002053,SOCIAL STUDIES EDUCATION,master,,classroom,Orono,flexible,http://umaine.edu/edhd/graduate-programs/graduate-programs-2/social-studies-education/,Variable,$418 per credit,EDU: TEACHING,"The 33-semester hour Master’s program is individually planned by the student and advisor within the regulations of the College and the Graduate School. A Master of Arts and/or a Master of Science degree program would include 12 semester hours in the academic fields of the social sciences, 12 in social studies and professional education and six centering around thesis work.The Certificate of Advanced Studies is a 30-credit hour program designed to improve the performance and effectiveness of teachers and administrators as educators. The C.A.S. program includes 12 semester hours in social studies education, nine in related coursework in professional education and nine in the social sciences."
University of Maine,002053,SOCIAL STUDIES EDUCATION,master,,classroom,Orono,flexible,http://umaine.edu/edhd/graduate-programs/graduate-programs-2/social-studies-education/,Variable,$418 per credit,EDU: TEACHING,"The 33-semester hour Master’s program is individually planned by the student and advisor within the regulations of the College and the Graduate School. A Master of Arts and/or a Master of Science degree program would include 12 semester hours in the academic fields of the social sciences, 12 in social studies and professional education and six centering around thesis work.The Certificate of Advanced Studies is a 30-credit hour program designed to improve the performance and effectiveness of teachers and administrators as educators. The C.A.S. program includes 12 semester hours in social studies education, nine in related coursework in professional education and nine in the social sciences."
University of Maine,002053,SOCIAL STUDIES EDUCATION,certificate,post-graduate,classroom,Orono,flexible,http://umaine.edu/edhd/graduate-programs/graduate-programs-2/social-studies-education/,Variable,$418 per credit,EDU: TEACHING,"The 33-semester hour Master’s program is individually planned by the student and advisor within the regulations of the College and the Graduate School. A Master of Arts and/or a Master of Science degree program would include 12 semester hours in the academic fields of the social sciences, 12 in social studies and professional education and six centering around thesis work.The Certificate of Advanced Studies is a 30-credit hour program designed to improve the performance and effectiveness of teachers and administrators as educators. The C.A.S. program includes 12 semester hours in social studies education, nine in related coursework in professional education and nine in the social sciences."
University of Maine,002053,SOCIAL WORK,bachelor,,classroom,Orono/Belfast,flexible,http://www.umaine.edu/socialwork/default.htm,Variable,$279 per credit,SOCIAL WORK,Bachelor's of Arts
University of Maine,002053,SOCIAL WORK,master,,hybrid,Orono/Belfast,flexible,http://www.umaine.edu/socialwork/academic.htm,Variable,$418 per credit,SOCIAL WORK,"The Master’s of Social Work Program is designed for people who are interested in entering the social work profession at an advanced professional level and for people currently in the profession who are interested in upgrading their knowledge, skills, credentials and career potential. The University of Maine School of Social Work educates social workers from a generalist perspective of social work practice. The MSW curriculum of the school has been developed to both reflect and promote the advances in contemporary advanced social work practice. Curriculum design and materials incorporate theory and practice approaches that have been developed throughout the country as well as those that have been created by faculty and practitioners to meet rural state and local needs. Upon graduation, students are prepared to deal with a wide variety of current and emerging human problems using a generalist approach to practice that allows the social worker to select and apply the appropriate intervention.  The curriculum consists of foundation and advanced year courses, field practicum and electives."
University of Maine,002053,SOCIOLOGY,bachelor,,"classroom, hybrid, online",Orono,flexible,http://www.umaine.edu/sociology/,Variable,$279 per credit,SOCIOLOGY,We emphasize critical thinking and analysis in our teaching and provide our majors intensive training in research methodology. We seek in this manner to prepare our students for the complex intellectual and vocational demands of modern society. Our program also provides a solid foundation for graduate studies.
University of Maine,002053,SPATIAL INFORMATION SCIENCE AND ENGINEERING,master,,classroom,Orono,flexible,http://spatial.umaine.edu/,Variable,$418 per credit,MATH/INFO SCI,"Degrees offered include the Master of Science in Spatial Information Science and Engineering and PhD in Spatial Information Science and Engineering. These graduate degree programs focus on the design of information systems for the management and analysis
of information that has a spatial component. Students are exposed to the latest concepts and technologies and we provide a solid foundation of knowledge and inquiry upon which to build sustainable careers. By the time you graduate, you will have acquired in-depth skills in problem solving, computer processing, research methods, information systems design, and multimedia communications."
University of Maine,002053,SPATIAL INFORMATION SCIENCE AND ENGINEERING,PhD,,classroom,Orono,flexible,http://spatial.umaine.edu/,Variable,$418 per credit,MATH/INFO SCI,"Degrees offered include the Master of Science in Spatial Information Science and Engineering and PhD in Spatial Information Science and Engineering. These graduate degree programs focus on the design of information systems for the management and analysis
of information that has a spatial component. Students are exposed to the latest concepts and technologies and we provide a solid foundation of knowledge and inquiry upon which to build sustainable careers. By the time you graduate, you will have acquired in-depth skills in problem solving, computer processing, research methods, information systems design, and multimedia communications."
University of Maine,002053,SPANISH,bachelor,,"classroom, online",Orono,flexible,http://www.umaine.edu/mlandc/,Variable,$279 per credit,MODERN LANGUAGES & CLASSICS,"Prepares undergraduate students who are globally aware, culturally sensitive and linguistically prepared to use, teach, or work in Spanish."
University of Maine,002053,SPANISH,MAT,,classroom,Orono/Belfast,flexible,http://umaine.edu/mlandc/graduate-programs/,Variable,$418 per credit,MODERN LANGUAGES & CLASSICS,"The M.A.T. in Spanish (30 credits) has been redesigned with the collaboration of the campuses of the University of Maine System and Colby, Bates, and Bowdoin Colleges specifically to meet the needs of Maine’s schools. The programs offer full-time instruction during the academic year to meet the requirements of pre-service teachers and an intensive institute during the summer for in-service teachers."
University of Maine,002053,SPECIAL EDUCATION,master,,classroom,Orono,flexible,http://umaine.edu/edhd/graduate-programs/graduate-programs-2/special-education/,Variable,$418 per credit,EDU: SPECIAL ED,"Graduate programs in Special Education at the University of Maine prepare educators to support students and youth with disabilities in attaining their highest levels of achievement. Programs and experiences are designed to prepare professionals who: meet national standards of excellence in communication skills, professional knowledge and teaching competencies, understand and apply research-based instructional strategies and behavioral interventions, are effective advocates for students and families, and are committed to inclusion of students with disabilities in all aspects of school and society.
"
University of Maine,002053,SPECIAL EDUCATION,certificate,post-graduate,classroom,Orono,flexible,http://umaine.edu/edhd/graduate-programs/graduate-programs-2/special-education/,Variable,$418 per credit,EDU: SPECIAL ED,"Graduate programs in Special Education at the University of Maine prepare educators to support students and youth with disabilities in attaining their highest levels of achievement. Programs and experiences are designed to prepare professionals who: meet national standards of excellence in communication skills, professional knowledge and teaching competencies, understand and apply research-based instructional strategies and behavioral interventions, are effective advocates for students and families, and are committed to inclusion of students with disabilities in all aspects of school and society.
"
University of Maine,002053,STUDIO ART,bachelor,,classroom,Orono,flexible,http://umaine.edu/art/?q=content/studio-art-bfa,Variable,$279 per credit,STUDIO ART,"Provides a thorough education in Studio Art, with particular attention to merging practice and theory, to prepare for professional success as an artist, designer, or gallery owner, as well as for graduate study in the field and other Arts related fields."
University of Maine,002053,STUDIO ART,bachelor ,,classroom,Orono,flexible,http://umaine.edu/art/?q=content/studio-art-bfa,Variable,$279 per credit,STUDIO ART,"Provides a thorough education in Studio Art, with particular attention to merging practice and theory, to prepare for professional success as an artist, designer, or gallery owner, as well as for graduate study in the field and other Arts related fields."
University of Maine,002053,SURVEYING ENGINEERING TECHNOLOGY,bachelor,,classroom,Orono,flexible,http://www.umaine.edu/set/svt/,Variable,$279 per credit,ENGINEERING,The Survey Engineering Technology program trains individuals to enter a career in professional surveying. The program is designed to provide a graduate with sufficient skills to enter surveying practice and succeed.
University of Maine,002053,SUSTAINABLE AGRICULTURE,bachelor,,classroom,Orono,flexible,http://www.sag.umaine.edu/,Variable,$279 per credit,"PLANT, SOIL AND ENVIRONMENTAL SCIENCES",Bachelor's of Science
